focal_method,test_prefix,docstring,id,file_path
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test298()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals((-1), strTokenizer0.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4237,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test299()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals(0, strTokenizer0.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4238,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test300()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertTrue(strTokenizer0.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4239,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test301()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertFalse(strTokenizer1.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4240,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test302()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertTrue(strTokenizer1.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4241,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test303()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals((-1), strTokenizer1.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4242,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test304()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals(0, strTokenizer1.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4243,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isIgnoreEmptyTokens() {
        return ignoreEmptyTokens;
    }","  public void test305()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertFalse(strTokenizer2.isIgnoreEmptyTokens());
}","/**
     * Gets whether the tokenizer currently ignores empty tokens.
     * The default for this property is true.
     *
     * @return true if empty tokens are not returned
     */",4244,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int previousIndex() {
        return tokenPos - 1;
    }","  public void test306()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals((-1), strTokenizer2.previousIndex());
}","/**
     * Gets the index of the previous token.
     *
     * @return the previous token index
     */",4245,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public int nextIndex() {
        return tokenPos;
    }","  public void test307()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertEquals(0, strTokenizer2.nextIndex());
}","/**
     * Gets the index of the next token to return.
     *
     * @return the next token index
     */",4246,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public boolean isEmptyTokenAsNull() {
        return this.emptyAsNull;
    }","  public void test308()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertTrue(strTokenizer2.isEmptyTokenAsNull());
}","/**
     * Gets whether the tokenizer currently returns empty tokens as null.
     * The default for this property is false.
     *
     * @return true if empty tokens are returned as null
     */",4247,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test309()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer0, strTokenizer2);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4248,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test310()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer0, strTokenizer1);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4249,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test311()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer1, strTokenizer0);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4250,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test312()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer1, strTokenizer2);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4251,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test313()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer2, strTokenizer1);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4252,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public StrTokenizer setQuoteChar(final char quote) {
        return setQuoteMatcher(StrMatcher.charMatcher(quote));
    }","  public void test314()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance();
      StrTokenizer strTokenizer1 = strTokenizer0.setEmptyTokenAsNull(true);
      StrTokenizer strTokenizer2 = strTokenizer1.setQuoteChar('e');
      assertSame(strTokenizer2, strTokenizer0);
}","/**
     * Sets the quote character to use.
     * <p>
     * The quote character is used to wrap data between the tokens.
     * This enables delimiters to be entered as data.
     *
     * @param quote  the quote character to use
     * @return this, to enable chaining
     */",4253,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
"    public static StrTokenizer getCSVInstance() {
        return getCSVClone();
    }","  public void test315()  throws Throwable  {
      StrTokenizer strTokenizer0 = StrTokenizer.getCSVInstance(""BL t"");
      assertNotNull(strTokenizer0);
}","/**
     * Gets a new tokenizer instance which parses Comma Separated Value strings
     * initializing it with the given input.  The default for CSV processing
     * will be trim whitespace from both ends (which can be overridden with
     * the setTrimmer method).
     * <p>
     * You must call a ""reset"" method to set the string which you want to parse.
     * @return a new tokenizer instance which parses Comma Separated Value strings
     */",4254,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/text/StrTokenizer_ESTest.java
